auc,auc_std,auc_ci95_low,auc_ci95_high,auprc,auprc_std,auprc_ci95_low,auprc_ci95_high,accuracy,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,balanced_accuracy,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,f1,f1_std,f1_ci95_low,f1_ci95_high,precision,precision_std,precision_ci95_low,precision_ci95_high,recall,recall_std,recall_ci95_low,recall_ci95_high,specificity,specificity_std,specificity_ci95_low,specificity_ci95_high,tn,tn_std,tn_ci95_low,tn_ci95_high,fp,fp_std,fp_ci95_low,fp_ci95_high,fn,fn_std,fn_ci95_low,fn_ci95_high,tp,tp_std,tp_ci95_low,tp_ci95_high,threshold,cv_repeats,meta_learner,n_samples,n_features,cv_folds
0.895520,0.004467,0.893562,0.897478,0.927792,0.002743,0.926590,0.928994,0.821875,0.007983,0.818376,0.825374,0.822337,0.008128,0.818775,0.825899,0.827385,0.007407,0.824139,0.830631,0.842276,0.010563,0.837647,0.846906,0.813095,0.008723,0.809272,0.816918,0.831579,0.013227,0.825782,0.837376,31.600000,0.502625,31.379715,31.820285,6.400000,0.502625,6.179715,6.620285,7.850000,0.366348,7.689441,8.010559,34.150000,0.366348,33.989441,34.310559,0.500000,20,logistic_regression,80,21,5
