fold,n_train,n_val,acc,auc_macro,f1_weighted,kappa
1,64,16,0.625,0.8095238095238095,0.5840909090909092,0.18644067796610164
2,64,16,0.75,0.9206349206349207,0.7416666666666666,0.47540983606557374
3,64,16,0.875,1.0,0.873015873015873,0.75
4,64,16,0.8125,1.0,0.805668016194332,0.625
5,64,16,0.6875,0.796875,0.6862745098039216,0.375
