fold,n_train,n_val,acc,auc_macro,f1_weighted,kappa
1,64,16,0.6875,0.8253968253968254,0.6887254901960784,0.375
2,64,16,0.8125,0.9206349206349207,0.8132352941176471,0.625
3,64,16,0.6875,0.828125,0.6862745098039216,0.375
4,64,16,0.875,1.0,0.873015873015873,0.75
5,64,16,0.6875,0.828125,0.6761133603238867,0.375
