auc,auc_std,auc_ci95_low,auc_ci95_high,auprc,auprc_std,auprc_ci95_low,auprc_ci95_high,accuracy,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,balanced_accuracy,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,f1,f1_std,f1_ci95_low,f1_ci95_high,precision,precision_std,precision_ci95_low,precision_ci95_high,recall,recall_std,recall_ci95_low,recall_ci95_high,specificity,specificity_std,specificity_ci95_low,specificity_ci95_high,tn,tn_std,tn_ci95_low,tn_ci95_high,fp,fp_std,fp_ci95_low,fp_ci95_high,fn,fn_std,fn_ci95_low,fn_ci95_high,tp,tp_std,tp_ci95_low,tp_ci95_high,threshold,cv_repeats,meta_learner,n_samples,n_features,cv_folds
0.902036,0.008160,0.898460,0.905613,0.926981,0.006416,0.924169,0.929793,0.818750,0.015967,0.811752,0.825748,0.818484,0.016368,0.811310,0.825657,0.826795,0.014446,0.820464,0.833127,0.830343,0.022152,0.820635,0.840052,0.823810,0.019542,0.815245,0.832374,0.813158,0.030665,0.799718,0.826598,30.900000,1.165287,30.389290,31.410710,7.100000,1.165287,6.589290,7.610710,7.400000,0.820783,7.040276,7.759724,34.600000,0.820783,34.240276,34.959724,0.500000,20,elastic_net,80,21,5
