fold,n_train,n_val,acc,auc_macro,f1_weighted,kappa
1,64,16,0.5625,0.746031746031746,0.5571862348178137,0.09677419354838712
2,64,16,0.8125,0.9047619047619048,0.8102226720647774,0.6129032258064516
3,64,16,0.875,1.0,0.873015873015873,0.75
4,64,16,0.625,0.96875,0.5636363636363637,0.25
5,64,16,0.8125,0.875,0.8117647058823529,0.625
